Mw	Cnd
2	1.1963138006686468e-12
3.0845738719138041	1.9464755261726907e-12
4.7033233098551364	3.252309006745265e-12
6.3031393786091101	4.8379928545472583e-12
7.8838714966186032	6.7985632689596553e-12
9.4453648052742452	9.2612245583667362e-12
10.987459956324486	1.2387190566961554e-11
12.509992883998159	1.6393725995736087e-11
14.012794560385835	2.1562979654015849e-11
15.495690732453049	2.8292705863271227e-11
16.95850163885995	3.7090951843122714e-11
18.401041704534258	4.8678562092882344e-11
19.82311921068186	6.4024130947779754e-11
21.224535937616658	8.445006657875266e-11
22.605086777439922	1.1177890914260314e-10
23.964559313191124	1.4859195227996371e-10
25.302733360615498	1.9853555039696746e-10
26.619380468135024	2.6686677496309946e-10
27.914263369952256	3.6077775969544995e-10
29.187135386440097	4.9090885174590206e-10
30.437739765048978	6.7297685279054282e-10
31.665808953864076	9.2975780677080183e-10
32.871063798628342	1.2943222327485199e-09
34.05321265246041	1.8188316674382707e-09
35.211950385574411	2.5798896500889159e-09
36.346957279965636	3.6972723348391962e-09
37.457897791152675	5.3583722638533879e-09
38.544419155517886	7.8586969220346907e-09
39.606149817374195	1.1675223610537519e-08
40.642697644353291	1.7594021976039392e-08
41.653647892716528	2.6916483644949295e-08
42.638560875269988	4.1865060342203935e-08
43.596969273078201	6.6289748407403107e-08
44.528375017221677	1.0707018497969981e-07
45.432245647164962	1.7666989628868066e-07
46.308010026073887	2.9844190139321692e-07
47.15505325798128	5.1721326097853209e-07
47.97271060309118	9.2215014238015264e-07
48.760260119717763	1.6951798244219922e-06
49.516913665039255	3.2227438589176943e-06
50.241805747142514	6.3526362573357364e-06
50.933979513398242	1.3011805575609786e-05
51.592368843902072	2.7713050668642707e-05
52.215775021451009	6.1242801033517424e-05
52.802835639568229	0.00013917004890868476
53.351982034678862	0.0003182712181894734
53.861379073698913	0.00069839767045336949
54.328836472947856	0.0013520407416253803
54.751671301165054	0.002102747591536819
55.126479836722503	0.0026381617975601858
55.448721626464895	0.0029282056306289151
55.711845808583931	0.0030522057984240436
55.904944566226028	0.0030812891317974203
56	0.0030769145964546119
56.095055433773972	0.0030604595522793496
56.288154191416069	0.0029905933997035634
56.551278373535105	0.0028190784323539816
56.873520163277497	0.0024940709449698404
57.248328698834946	0.0019669759451010826
57.671163527052144	0.0012764953976070431
58.138620926301087	0.0006766450516960355
58.648017965321138	0.00031837205958520313
59.197164360431771	0.00014379696324713168
59.784224978548991	6.5352113870932818e-05
60.407631156097928	3.0505048249515796e-05
61.066020486601758	1.4776092808193954e-05
61.758194252857486	7.4406699031328414e-06
62.483086334960745	3.8938095955225923e-06
63.239739880282237	2.1136114058390824e-06
64.027289396908827	1.1871757173256528e-06
64.84494674201872	6.8797874735691131e-07
65.691989973926113	4.1028328992197595e-07
66.567754352835038	2.5128859600349519e-07
67.471624982778323	1.5765501586633746e-07
68.403030726921799	1.0113917484988299e-07
69.361439124730012	6.6228897683335771e-08
70.346352107283479	4.4191978971870154e-08
71.357302355646709	3.0005106508281996e-08
72.393850182625812	2.070367362619499e-08
73.455580844482114	1.4501951601190681e-08
74.542102208847325	1.0296871838842135e-08
75.653042720034364	7.4089767862619366e-09
76.788049614425589	5.3956463494061527e-09
77.946787347539583	3.9734222723703833e-09
79.128936201371658	2.9575945214435218e-09
80.334191046135928	2.2235229363062978e-09
81.562260234951026	1.6873011087425452e-09
82.812864613559896	1.2916791297316325e-09
84.085736630047748	9.9701394452414362e-10
85.38061953186498	7.7583182125658541e-10
86.697266639384509	6.0811635354513195e-10
88.035440686808869	4.8006632720546767e-10
89.394913222560078	3.8148285357303146e-10
90.77546406238335	3.0506161082562093e-10
92.176880789318147	2.4547735792091766e-10
93.598958295465735	1.9861423465781189e-10
95.041498361140043	1.6164236336016545e-10
96.504309267546944	1.3218195136654164e-10
97.987205439614172	1.0864361259134331e-10
100	8.4230708217881077e-11

