Mw	Div
2	0.059268038980764992
2	0.059268038980764992
2.6923076923076934	0.078929657111118837
3.0845738719138041	0.098935155693527399
4.0769230769230766	0.11814383348788612
4.7033233098551364	0.14586192211205093
5.4615384615384635	0.15670275307112511
6.3031393786091101	0.18813578227984903
6.8461538461538467	0.19274470618884246
7.8838714966186032	0.22460767145609414
8.2307692307692299	0.22528534164638525
9.4453648052742452	0.2542932118802238
9.6153846153846168	0.25345401497280606
10.987459956324486	0.2767603511773275
11	0.27661012224928744
12.384615384615387	0.29096097889479949
12.509992883998159	0.29484470574978799
13.76923076923077	0.29931102598496634
14.012794560385835	0.30510156328961635
15.153846153846153	0.30191898457408639
15.495690732453049	0.30776225743219709
16.53846153846154	0.29918919278399858
16.95850163885995	0.30390129633355151
17.923076923076923	0.29150439616048923
18.401041704534258	0.29440822222399565
19.307692307692307	0.27945227452678029
19.82311921068186	0.28037774527166726
20.692307692307693	0.26376543845291661
21.224535937616658	0.26291599299694879
22.076923076923077	0.24523919357226712
22.605086777439922	0.24305757294112343
23.46153846153846	0.22462934559850048
23.964559313191124	0.22165317463517747
24.846153846153847	0.20267605000822725
25.302733360615498	0.19947045366982655
26.23076923076923	0.1800740951635354
26.619380468135024	0.17713980239801028
27.615384615384617	0.15763077348407906
27.914263369952256	0.15539093461372649
29	0.13594780824379352
29.187135386440097	0.1346236588717408
30.384615384615383	0.11546051736484791
30.437739765048978	0.11512012587156981
31.665808953864076	0.097569991192393749
31.76923076923077	0.095310059241519487
32.871063798628342	0.081916620561029899
33.153846153846153	0.076790596430826127
34.05321265246041	0.067874439346937571
34.53846153846154	0.060771799125524356
35.211950385574411	0.055508408571498982
35.92307692307692	0.047287503868592089
36.346957279965636	0.044755882611322059
37.307692307692307	0.03619032842853015
37.457897791152675	0.035529083404765752
38.544419155517886	0.027910531516232798
38.692307692307693	0.026518517492281981
39.606149817374195	0.021719707726336062
40.07692307692308	0.018598838790125406
40.642697644353291	0.016605078276610861
41.46153846153846	0.012877061544903876
41.653647892716528	0.012442513682184211
42.638560875269988	0.0092048001625419235
42.846153846153847	0.0083580995799389414
43.596969273078201	0.0067312233451194857
44.230769230769226	0.0051578559716155443
44.528375017221677	0.0047977301524116953
45.432245647164962	0.0033508155145314019
45.615384615384613	0.0029943862615359972
46.308010026073887	0.0023179079337710086
47	0.0016151708818235621
47.15505325798128	0.0015464761486598721
47.97271060309118	0.0010206193853681373
48.384615384615387	0.00075878039599375289
48.760260119717763	0.00065598314796793495
49.516913665039255	0.00040732977000057188
49.769230769230774	0.00031894271355721712
50.241805747142514	0.00025121816370101378
50.933979513398242	0.00014705940463355805
51.153846153846153	0.00011251173880647124
51.592368843902072	8.5464866682846563e-05
52.215775021451009	4.729496438402105e-05
52.538461538461533	3.0926557868994654e-05
52.802835639568229	2.2202415920091738e-05
53.351982034678862	9.1881279139278129e-06
53.861379073698913	4.0981121072825107e-06
53.92307692307692	3.6939585749370099e-06
54.328836472947856	1.9007900144308836e-06
54.751671301165054	1.0224498146949401e-06
55.126479836722503	6.023885423229547e-07
55.448721626464895	3.486317300236095e-07
55.711845808583931	1.7529068551385185e-07
55.904944566226028	5.7100298162208984e-08
56	0
56	0
56.095055433773972	0
56.288154191416069	0
56.551278373535105	0
56.873520163277497	0
57.248328698834946	0
57.671163527052144	0
58.138620926301087	0
58.648017965321138	0
59.197164360431771	0
59.784224978548991	0
60.407631156097928	0
61.066020486601758	0
61.758194252857486	0
62.483086334960745	0
63.239739880282237	0
64.027289396908827	0
64.84494674201872	0
65.691989973926113	0
66.567754352835038	0
67.471624982778323	0
68.403030726921799	0
69.361439124730012	0
70.346352107283479	0
71.357302355646709	0
72.393850182625812	0
73.455580844482114	0
74.542102208847325	0
75.653042720034364	0
76.788049614425589	0
77.946787347539583	0
79.128936201371658	0
80.334191046135928	0
81.562260234951026	0
82.812864613559896	0
84.085736630047748	0
85.38061953186498	0
86.697266639384509	0
88.035440686808869	0
89.394913222560078	0
90.77546406238335	0
92.176880789318147	0
93.598958295465735	0
95.041498361140043	0
96.504309267546944	0
97.987205439614172	0
100	0
100	0

