mass	division
2	3.1647972701259416e-07
2	3.1647972701259416e-07
2.2203389830508478	3.5019971083966017e-07
2.6610169491525433	4.2298634747217824e-07
3.101694915254237	5.0274621762230061e-07
3.1075809629676598	5.0409442948630404e-07
3.5423728813559325	5.7588621112902951e-07
3.9830508474576281	6.5628259123220913e-07
4.3731037573375957	7.3510938801318251e-07
4.4237288135593218	7.4119335148682595e-07
4.8644067796610173	8.1205517992992144e-07
5.3050847457627128	8.9131488981678652e-07
5.6091946145643483	9.5364754248044381e-07
5.7457627118644066	9.7302057114294149e-07
6.1864406779661021	1.0508156036074557e-06
6.6271186440677976	1.1372989119233759e-06
6.8156772513721791	1.1801910842645627e-06
7.0677966101694913	1.2186243726655627e-06
7.5084745762711869	1.2992141265197885e-06
7.9491525423728815	1.3892364727830008e-06
7.9923688523365577	1.3997561229610379e-06
8.3898305084745761	1.4552184908872297e-06
8.8305084745762716	1.5290168135824891e-06
9.1390796118821456	1.5897668207056991e-06
9.2711864406779654	1.6085875305034156e-06
9.7118644067796609	1.6877153078927639e-06
10.152542372881356	1.7778528033586434e-06
10.255612228021313	1.8029099849448938e-06
10.593220338983052	1.8462186075889783e-06
11.033898305084746	1.9180065873643525e-06
11.341761340929928	1.9786462736334477e-06
11.474576271186441	1.990029800448845e-06
11.915254237288135	2.0476295527308303e-06
12.35593220338983	2.1199733642461494e-06
12.397312908191076	2.1286852622591397e-06
12.796610169491526	2.1731090086444617e-06
13.23728813559322	2.2390531275996e-06
13.422043506984204	2.2747247116347728e-06
13.677966101694915	2.2923327771314975e-06
14.118644067796611	2.3440733357190142e-06
14.415719551578562	2.3923382946369334e-06
14.559322033898304	2.3942894158185353e-06
15	2.4261282793177777e-06
15.378096412101648	2.4721570332094142e-06
15.440677966101696	2.4715308836795325e-06
15.881355932203389	2.4947426488095875e-06
16.308917417556955	2.5404750056639319e-06
16.322033898305087	2.5395568765626845e-06
16.762711864406779	2.5401166195155664e-06
17.203389830508474	2.5697819780928678e-06
17.207912722272724	2.5703922340865401e-06
17.64406779661017	2.5774515130387764e-06
18.074798010117988	2.6133958754240872e-06
18.084745762711865	2.6120380825454316e-06
18.525423728813561	2.5896156703453053e-06
18.909273004568465	2.6030918221843867e-06
18.966101694915253	2.5916297213471738e-06
19.406779661016948	2.5473844343673362e-06
19.711019744543613	2.5466467083961136e-06
19.847457627118644	2.5252365764587265e-06
20.288135593220339	2.5029455100071031e-06
20.47970057515667	2.5117849481901261e-06
20.728813559322035	2.4563229014217594e-06
21.16949152542373	2.41589074544299e-06
21.21495578809202	2.4169065768360311e-06
21.610169491525426	2.34416585020958e-06
21.916400826731241	2.3291075822425174e-06
22.050847457627118	2.2843746313773622e-06
22.491525423728813	2.2089386602828457e-06
22.583622944109749	2.2067473763068054e-06
22.932203389830509	2.0945804882220681e-06
23.216177163794548	2.055284956211583e-06
23.372881355932201	1.9928145781487067e-06
23.813559322033896	1.9025693395252606e-06
23.8135813393136	1.9025684395789732e-06
24.254237288135592	1.7593320688610989e-06
24.375310027912498	1.7425245139498133e-06
24.694915254237287	1.598306976498644e-06
24.900786774272561	1.5458118827190173e-06
25.135593220338983	1.4196473303918098e-06
25.389374213655167	1.3218725166657389e-06
25.576271186440678	1.200996463704858e-06
25.840361105399328	1.047222858247146e-06
26.016949152542374	9.2170207754069175e-07
26.252944909301213	7.1657707751981852e-07
26.457627118644069	5.576234101341594e-07
26.626207644363387	3.5287484602728003e-07
26.898305084745765	1.1086536776677942e-07
26.959081147922209	9.2480366962961578e-08
27.250294613428213	1.9553693029854982e-08
27.338983050847457	0
27.498290172806279	0
27.701074556733211	0
27.855921686704182	0
27.958624369631586	0
28	0
28	0
28.041375630368414	0
28.144078313295818	0
28.298925443266789	0
28.501709827193721	0
28.749705386571787	0
29.040918852077791	0
29.373792355636613	0
29.747055090698787	0
30.159638894600672	0
30.610625786344833	0
31.099213225727439	0
31.624689972087502	0
32.1864186606864	0
32.783822836205452	0
33.416377055890251	0
34.083599173268759	0
34.78504421190798	0
35.52029942484333	0
36.288980255456387	0
37.090726995431538	0
37.925201989882012	0
38.792087277727276	0
39.691082582443045	0
40.621903587898352	0
41.584280448421438	0
42.577956493015797	0
43.602687091808924	0
44.658238659070072	0
45.744387771978687	0
46.860920388117854	0
48.007631147663446	0
49.184322748627821	0
50.390805385435655	0
51.626896242662404	0
52.89241903703234	0
54.187203601811518	0
55.511085508589062	0
56.86390572215204	0
58.245510284754147	0
59.655750026576818	0
61.094480299602843	0
62.561560732478384	0
64.056855004242948	0
65.580230635065647	0
67.131558792348613	0
68.710714110749194	0
70.317574524838633	0
71.952021113257118	0
73.613937953350671	0
75.303211985383228	0
77.019732885513037	0
78.763392946805169	0
80.534086967625953	0
82.331712146829702	0
84.156167985204945	0
86.007356192698893	0
87.885180600983006	0
89.789547080963615	0
91.720363464876584	0
93.677539472637392	0
95.660986642146881	0
97.670618263277959	0
100	0
