Mw	P
2	6.8067002650058139
2.0980980980980979	6.5462329132739345
2.1961961961961962	6.3082202308749888
2.2942942942942941	6.0897811044587788
2.3923923923923924	5.8885092432497537
2.4904904904904903	5.7023793400645122
2.5885885885885886	5.5296746107427932
2.6866866866866865	5.3689302424871528
2.7847847847847849	5.2188888237271565
2.8828828828828827	5.0747587463022583
2.9809809809809811	4.9392503477001659
3.079079079079079	4.8117230966073157
3.1771771771771773	4.6914482403456592
3.2752752752752752	4.5777845915622972
3.3733733733733731	4.4701657277859006
3.4714714714714714	4.3680893704539114
3.5695695695695697	4.271108522991554
3.6676676676676676	4.1788240376303269
3.7657657657657655	4.0908783496148295
3.8638638638638643	4.0069501706337176
3.9619619619619622	3.9267499746316039
4.06006006006006	3.8500161414825027
4.1581581581581579	3.7765116494564825
4.2562562562562558	3.7060212275746438
4.3543543543543546	3.6383451646711809
4.4524524524524525	3.5720322535220057
4.5505505505505504	3.5082226739566349
4.6486486486486491	3.4467654218549204
4.7467467467467461	3.3875218368844475
4.8448448448448449	3.3303643501698343
4.9429429429429428	3.2751753819092215
5.0410410410410407	3.2218463684026633
5.1391391391391394	3.170276901106321
5.2372372372372364	3.1203739629429896
5.3353353353353352	3.0720512492817398
5.433433433433434	3.0252285628259643
5.531531531531531	2.979831273183057
5.6296296296296298	2.9357898331814334
5.7277277277277285	2.8930393450932113
5.8258258258258255	2.8515191708470868
5.9239239239239243	2.8111185759982225
6.0220220220220222	2.7716786649870437
6.1201201201201201	2.7333101228362375
6.218218218218218	2.6959662472215395
6.3163163163163158	2.6596031404188496
6.4144144144144146	2.6241794968934427
6.5125125125125125	2.5896564101069957
6.6106106106106104	2.5559971965363855
6.7087087087087083	2.5231672351342027
6.8068068068068062	2.4911338206661187
6.9049049049049049	2.4598660295391057
7.0030030030030028	2.4293345968906941
7.1011011011011007	2.3995118038460745
7.1991991991991986	2.3703713739697241
7.2972972972972974	2.3418883780434121
7.3953953953953953	2.3140391463951113
7.4934934934934931	2.2868626876860958
7.591591591591591	2.2602987233642589
7.6896896896896889	2.2343002363437527
7.7877877877877877	2.2088480328460407
7.8858858858858856	2.1839238215591248
7.9839839839839835	2.1595101595947432
8.0820820820820813	2.1355904023486429
8.1801801801801801	2.1121486569361854
8.2782782782782789	2.0891697389067274
8.3763763763763777	2.0666391319681288
8.4744744744744729	2.0445429504776893
8.5725725725725717	2.0228679044782223
8.6706706706706704	2.0016012670780623
8.7687687687687692	1.9807308439918554
8.866866866866868	1.9602449450752433
8.9649649649649632	1.9401936204329779
9.063063063063062	1.9206146711121201
9.1611611611611607	1.9013835181117169
9.2592592592592595	1.8824903905225963
9.3573573573573583	1.863925897608349
9.4554554554554571	1.8456810098793917
9.5535535535535523	1.8277470413104069
9.6516516516516511	1.810115632620366
9.7497497497497498	1.7927787355408578
9.8478478478478486	1.7757285980043371
9.9459459459459474	1.7589577501893272
10.044044044044044	1.7424589913645074
10.142142142142141	1.72622537747812
10.24024024024024	1.7102502094432059
10.338338338338339	1.6945270220729596
10.436436436436436	1.6790875081814043
10.534534534534535	1.6640319439177171
10.632632632632632	1.6492065577381765
10.73073073073073	1.634605827664201
10.828828828828829	1.6202244147040326
10.926926926926926	1.6060571550824561
11.025025025025025	1.5920990528724661
11.123123123123122	1.5783452730044383
11.221221221221221	1.564791134630072
11.31931931931932	1.5514321048199649
11.417417417417417	1.5382637925750757
11.515515515515515	1.5252819431337057
11.613613613613612	1.5124824325568489
11.711711711711711	1.4998612625758967
11.80980980980981	1.4874145556877396
11.907907907907907	1.4751824174166968
12.006006006006006	1.4632373639054053
12.104104104104103	1.4514529884434024
12.202202202202201	1.4398259226036862
12.3003003003003	1.4283528951576341
12.398398398398397	1.4170307284822619
12.496496496496496	1.4058563351295621
12.594594594594595	1.3948267145492972
12.692692692692692	1.3839389499571655
12.790790790790791	1.3731902053407326
12.888888888888888	1.3625777225959894
12.986986986986986	1.3520988187878091
13.085085085085085	1.3417508835279952
13.183183183183182	1.331531376464953
13.281281281281281	1.3214378248793897
13.379379379379378	1.3115429596092434
13.477477477477477	1.3018340700361026
13.575575575575575	1.2922419847268249
13.673673673673672	1.2827645260814067
13.771771771771771	1.2733995721762532
13.86986986986987	1.2641450549432354
13.967967967967967	1.2549989584214738
14.066066066066066	1.2459593170784149
14.164164164164164	1.237024214196965
14.262262262262263	1.2281917803256068
14.360360360360358	1.2194601917885954
14.458458458458457	1.2108276692534865
14.556556556556556	1.2022924763533869
14.654654654654655	1.1938529183614632
14.752752752752754	1.1855080374194973
14.850850850850849	1.1773726130538587
14.948948948948948	1.1693263768311295
15.047047047047046	1.1613678201952546
15.145145145145145	1.1534954694725177
15.243243243243244	1.1457078848415343
15.341341341341339	1.1380036593403708
15.439439439439438	1.1303814179092166
15.537537537537537	1.1228398164670987
15.635635635635635	1.1153775410212086
15.733733733733734	1.1079933068074868
15.831831831831833	1.1006858574611582
15.929929929929928	1.0934539642159944
16.028028028028025	1.086296425131122
16.126126126126124	1.0792120643442582
16.224224224224223	1.0722676159542597
16.322322322322321	1.0654232616934698
16.42042042042042	1.0586475167368319
16.518518518518519	1.0519393240966237
16.616616616616618	1.0452976489773451
16.714714714714717	1.0387214781819112
16.812812812812815	1.0322098195372285
16.910910910910914	1.0257617013384026
17.009009009009006	1.0193761718108685
17.107107107107105	1.0130522985897474
17.205205205205203	1.0067891682158017
17.303303303303302	1.0005858856473346
17.401401401401401	0.99444157378746212
17.4994994994995	0.98835537302616894
17.597597597597598	0.98237452320304441
17.695695695695697	0.97648262870102254
