Mw	Cnd
2	4.3357542373844415
2.7895161933167572	4.3932374879747451
4.3540715765682734	4.4125899902565529
5.8991907625985363	4.3898794698100829
7.42470936390486	4.3521380674756429
8.9304580211155766	4.3076082751093017
10.416262139487543	4.2596546276608818
11.881941605170518	4.2099104233584743
13.327310479181143	4.1592711056437457
14.752176666766445	4.1082796819511307
16.156341559533267	4.0572965225976541
17.5395996473681	4.0065803068347314
18.901738096762628	3.9563279305925101
20.242536291682711	3.9066961007941008
21.561765332558799	3.8578127374572087
22.859187488317314	3.8097858418352541
24.134555595594581	3.7627030110505166
25.38761239835155	3.7166387037418014
26.618089820006457	3.6716542230499432
27.825708158883213	3.6277990185908044
29.010175196183503	3.5851143508690164
30.171185203764633	3.5436259742689882
31.308417836657711	3.5033626993337155
32.421536892381553	3.4643374866049377
33.510188915552192	3.4265631391676235
34.574001621865122	3.3900440546872161
35.612582109983904	3.3547827283886575
36.625514822861106	3.320774866655154
37.612359211080104	3.2880217539057766
38.572647039297102	3.2565114251444873
39.505879261883855	3.2262533515114948
40.411522374154515	3.1971957907800692
41.289004119280619	3.1693561653120987
42.137708395489419	3.1427947429804735
42.956969159436092	3.1173543878937173
43.746063053713534	3.0931589240963397
44.504200389958854	3.0701489261953898
45.230513979036914	3.0483236056483798
45.924045091938851	3.0276897053460665
46.583725518108579	3.0082539598678752
47.208354189669244	2.9900115271066259
47.796566028476946	2.9729839276922672
48.346789294821392	2.9571828772211255
48.857185256938806	2.9426402602214621
49.325559336021705	2.9293873844489733
49.749223339604917	2.9174768320507858
50.124766871392374	2.9069804345593155
50.447640574440207	2.8980039155305004
50.711280740757928	2.8907054240606644
50.904758163359404	2.8853650641994748
51	2.8827458222385927
51.095241836640596	2.8801272069899047
51.288719259242072	2.874808335394925
51.552359425559793	2.8676088857422211
51.875233128607626	2.8588150588299386
52.250776660395083	2.8486441320275997
52.674440663978295	2.8372363948483654
53.142814743061194	2.8247083809987914
53.653210705178608	2.8111562562511554
54.203433971523054	2.7966597839086869
54.791645810330756	2.7812939504965959
55.416274481891421	2.7651268291832127
56.075954908061149	2.74822036805491
56.769486020963086	2.7306236180527672
57.495799610041146	2.7123872643530338
58.253936946286466	2.6935680854042778
59.043030840563908	2.6742102712995544
59.862291604510581	2.6543468525727181
60.710995880719381	2.6340427337265631
61.588477625845485	2.6133146332221218
62.494120738116145	2.5922151524576447
63.427352960702898	2.570770242501764
64.387640788919896	2.5490204406128312
65.374485177138894	2.527005761780591
66.387417890016096	2.5047159664812386
67.425998378134878	2.482217596530564
68.489811084447808	2.4595985140436776
69.578463107618447	2.4367683273387293
70.691582163342289	2.4138132120013642
71.828814796235363	2.3907537900159563
72.989824803816504	2.3676213632333973
74.174291841116784	2.3444216114689023
75.38191017999354	2.3211980770318106
76.61238760164845	2.2979482886816709
77.865444404405423	2.2746992650588935
79.140812511682682	2.2514765212812855
80.438234667441208	2.2282815631001194
81.757463708317289	2.2051413132922395
83.098261903237372	2.1820646611602594
84.460400352631893	2.1590890336612354
85.843658440466726	2.136201929474252
87.247823333233555	2.1134225775641804
88.672689520818864	2.0907757673875502
90.11805839482949	2.0682307920095986
91.583737860512457	2.045857308671966
93.069541978884416	2.0236246384830561
94.575290636095133	2.0015175290848268
96.100809237401464	1.9796300891798442
97.645928423431727	1.957879654538248
100	1.9256273240152697

